company_id,vendor_id,date,monthly_spend,company_size,company_region,vendor_contract_type,vendor_category
ST001,V_BRAND1,2022-01-01,38773.06,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-02-01,53066.67,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-03-01,42542.4,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-04-01,43975.5,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-05-01,54937.74,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-06-01,38337.46,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-07-01,53937.37,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-08-01,53475.49,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-09-01,47182.97,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-10-01,44030.3,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-11-01,56627.81,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2022-12-01,56042.35,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-01-01,32722.16,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-02-01,47882.96,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-03-01,48818.78,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-04-01,57269.17,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-05-01,53391.23,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-06-01,50131.87,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-07-01,57144.14,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-08-01,42353.16,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-09-01,41299.8,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-10-01,49947.58,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-11-01,50799.97,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2023-12-01,50594.63,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-01-01,33656.46,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-02-01,47149.91,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-03-01,55771.58,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-04-01,50266.6,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-05-01,48065.91,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-06-01,47736.23,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-07-01,42968.89,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-08-01,38462.28,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-09-01,41915.22,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-10-01,51467.35,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-11-01,54693.7,SMB,NA,subscription,Apparel
ST001,V_BRAND1,2024-12-01,58892.27,SMB,NA,subscription,Apparel
ST001,V_BRAND2,2022-01-01,19638.28,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-02-01,39624.06,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-03-01,30165.04,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-04-01,31749.11,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-05-01,40328.11,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-06-01,35140.08,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-07-01,39863.52,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-08-01,36959.21,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-09-01,38388.08,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-10-01,29283.45,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-11-01,46252.78,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2022-12-01,45645.37,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-01-01,28141.54,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-02-01,33060.53,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-03-01,36377.69,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-04-01,28831.99,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-05-01,33429.71,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-06-01,32525.3,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-07-01,30105.38,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-08-01,39432.11,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-09-01,33315.1,SMB,NA,subscription,Electronics
ST001,V_BRAND2,2023-10-01,41706.04,SMB,NA,subscription,Electronics
