company_id,vendor_id,date,monthly_spend,company_size,company_region,vendor_contract_type,vendor_category
WH001,V_FAB1,2022-01-01,24890.08,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-02-01,28129.48,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-03-01,26945.8,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-04-01,22379.45,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-05-01,29165.97,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-06-01,27569.2,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-07-01,27806.26,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-08-01,22789.05,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-09-01,25310.65,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-10-01,24737.81,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-11-01,29077.87,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2022-12-01,26934.21,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-01-01,28366.29,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-02-01,25464.61,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-03-01,23823.45,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-04-01,26414.45,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-05-01,22624.83,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-06-01,28636.13,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-07-01,27147.2,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-08-01,28183.22,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-09-01,25056.73,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-10-01,29948.1,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-11-01,29384.6,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2023-12-01,28525.64,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-01-01,23953.56,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-02-01,26147.77,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-03-01,22833.29,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-04-01,23747.99,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-05-01,27995.57,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-06-01,28532.26,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-07-01,30356.67,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-08-01,25271.7,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-09-01,25669.37,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-10-01,26505.21,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-11-01,24295.9,SMB,NA,usage,IndustrialParts
WH001,V_FAB1,2024-12-01,23854.83,SMB,NA,usage,IndustrialParts
WH001,V_FAB2,2022-01-01,65952.77,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-02-01,61095.66,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-03-01,70054.32,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-04-01,65510.29,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-05-01,73554.76,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-06-01,71015.41,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-07-01,63324.23,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-08-01,73911.66,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-09-01,73478.11,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-10-01,65157.24,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-11-01,63255.12,SMB,NA,usage,Chemicals
WH001,V_FAB2,2022-12-01,71359.03,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-01-01,60442.01,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-02-01,61765.72,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-03-01,57939.28,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-04-01,73959.61,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-05-01,71581.93,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-06-01,72524.41,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-07-01,44515.92,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-08-01,23693.62,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-09-01,24523.56,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-10-01,21466.12,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-11-01,21317.97,SMB,NA,usage,Chemicals
WH001,V_FAB2,2023-12-01,25364.11,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-01-01,23973.37,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-02-01,24695.86,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-03-01,26189.29,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-04-01,25281.4,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-05-01,24729.29,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-06-01,24809.83,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-07-01,22979.59,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-08-01,21012.29,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-09-01,24028.11,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-10-01,22431.33,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-11-01,23896.36,SMB,NA,usage,Chemicals
WH001,V_FAB2,2024-12-01,27218.48,SMB,NA,usage,Chemicals
WH001,V_FAB3,2022-01-01,19155.06,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-02-01,20667.21,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-03-01,20782.75,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-04-01,23269.35,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-05-01,22608.52,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-06-01,24161.31,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-07-01,23401.16,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-08-01,21711.26,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-09-01,24483.31,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-10-01,20173.05,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-11-01,19234.62,SMB,NA,usage,Packaging
WH001,V_FAB3,2022-12-01,19720.39,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-01-01,24025.05,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-02-01,22301.41,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-03-01,20300.03,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-04-01,22640.12,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-05-01,20305.22,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-06-01,24043.96,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-07-01,22376.05,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-08-01,21967.12,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-09-01,21458.36,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-10-01,23747.07,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-11-01,21941.68,SMB,NA,usage,Packaging
WH001,V_FAB3,2023-12-01,20091.2,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-01-01,20332.58,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-02-01,26188.28,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-03-01,25861.69,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-04-01,24457.1,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-05-01,21488.12,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-06-01,26406.43,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-07-01,25123.91,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-08-01,24732.83,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-09-01,22905.32,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-10-01,21703.73,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-11-01,20507.12,SMB,NA,usage,Packaging
WH001,V_FAB3,2024-12-01,26191.59,SMB,NA,usage,Packaging
WH002,V_FAB1,2022-01-01,33584.44,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-02-01,31048.55,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-03-01,32161.51,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-04-01,35019.12,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-05-01,30940.5,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-06-01,37991.29,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-07-01,37042.45,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-08-01,36700.12,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-09-01,33787.18,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-10-01,35865.96,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-11-01,35476.29,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2022-12-01,36218.1,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-01-01,30388.7,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-02-01,33895.15,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-03-01,30040.48,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-04-01,34824.01,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-05-01,33160.05,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-06-01,31267.82,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-07-01,30886.02,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-08-01,36037.07,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-09-01,31694.91,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-10-01,39720.01,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-11-01,36142.03,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2023-12-01,33717.19,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-01-01,36362.89,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-02-01,30378.59,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-03-01,40396.05,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-04-01,35378.79,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-05-01,38646.02,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-06-01,31214.48,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-07-01,35594.76,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-08-01,35694.74,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-09-01,40560.24,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-10-01,36680.66,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-11-01,35678.67,SMB,EU,usage,IndustrialParts
WH002,V_FAB1,2024-12-01,33503.27,SMB,EU,usage,IndustrialParts
WH002,V_FAB2,2022-01-01,77704.93,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-02-01,75937.06,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-03-01,66363.28,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-04-01,85209.39,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-05-01,86980.2,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-06-01,69465.46,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-07-01,79262.68,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-08-01,68952.73,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-09-01,82299.31,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-10-01,73240.03,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-11-01,82268.13,SMB,EU,usage,Chemicals
WH002,V_FAB2,2022-12-01,83997.19,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-01-01,85118.97,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-02-01,69614.55,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-03-01,88890.91,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-04-01,72750.04,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-05-01,68282.44,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-06-01,80720.89,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-07-01,76462.62,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-08-01,87553.94,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-09-01,87179.76,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-10-01,75544.14,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-11-01,90935.03,SMB,EU,usage,Chemicals
WH002,V_FAB2,2023-12-01,75156.67,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-01-01,80677.83,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-02-01,74554.43,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-03-01,91112.39,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-04-01,72581.21,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-05-01,69794.43,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-06-01,79382.25,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-07-01,93064.92,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-08-01,90759.15,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-09-01,87411.6,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-10-01,91025.19,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-11-01,91233.97,SMB,EU,usage,Chemicals
WH002,V_FAB2,2024-12-01,82193.24,SMB,EU,usage,Chemicals
WH002,V_FAB3,2022-01-01,37691.0,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-02-01,43221.42,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-03-01,41968.22,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-04-01,38573.82,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-05-01,35274.1,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-06-01,43204.69,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-07-01,37421.59,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-08-01,45648.29,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-09-01,37284.47,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-10-01,35909.78,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-11-01,44587.77,SMB,EU,usage,Packaging
WH002,V_FAB3,2022-12-01,36399.75,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-01-01,36776.53,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-02-01,41973.57,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-03-01,45412.29,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-04-01,37167.39,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-05-01,38627.22,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-06-01,44438.43,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-07-01,46907.14,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-08-01,41166.46,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-09-01,36819.83,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-10-01,35269.38,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-11-01,38002.61,SMB,EU,usage,Packaging
WH002,V_FAB3,2023-12-01,36847.93,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-01-01,43701.06,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-02-01,36841.68,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-03-01,41701.78,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-04-01,44118.83,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-05-01,42771.84,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-06-01,38055.4,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-07-01,45710.51,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-08-01,44666.42,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-09-01,45034.43,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-10-01,37429.74,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-11-01,37396.5,SMB,EU,usage,Packaging
WH002,V_FAB3,2024-12-01,47636.8,SMB,EU,usage,Packaging
WH003,V_FAB1,2022-01-01,23367.95,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-02-01,24808.17,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-03-01,26153.14,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-04-01,28390.19,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-05-01,23414.89,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-06-01,28252.7,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-07-01,21522.64,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-08-01,25558.28,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-09-01,26195.54,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-10-01,22242.43,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-11-01,22540.02,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2022-12-01,24693.51,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2023-01-01,28894.6,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2023-02-01,26122.03,MidMarket,APAC,usage,IndustrialParts
WH003,V_FAB1,2023-03-01,28735.66,MidMarket,APAC,usage,IndustrialParts
