company_id,vendor_id,date,monthly_spend,company_size,company_region,vendor_contract_type,vendor_category
C_SMB1,V_SAAS1,2021-01-01,2436.82,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-02-01,3214.98,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-03-01,4387.78,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-04-01,4921.56,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-05-01,5689.49,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-06-01,6141.13,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-07-01,4863.45,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-08-01,4779.75,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-09-01,4916.9,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-10-01,5225.17,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-11-01,4566.49,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2021-12-01,4627.64,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-01-01,4706.2,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-02-01,4589.96,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-03-01,4666.68,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-04-01,5230.74,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-05-01,4693.5,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-06-01,5075.27,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-07-01,4368.93,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-08-01,4617.27,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-09-01,5005.93,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-10-01,4765.06,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-11-01,5186.12,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2022-12-01,4748.55,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-01-01,4929.89,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-02-01,4893.15,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-03-01,4906.38,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-04-01,4960.8,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-05-01,4821.86,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-06-01,4516.26,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-07-01,4396.26,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-08-01,4572.42,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-09-01,4421.49,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-10-01,4438.75,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-11-01,4599.88,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2023-12-01,4900.02,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-01-01,4660.15,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-02-01,5078.35,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-03-01,5258.79,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-04-01,4649.2,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-05-01,4557.25,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-06-01,4991.73,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-07-01,4880.92,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-08-01,5070.37,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-09-01,4923.5,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-10-01,4598.85,SMB,NA,subscription,CRM
C_SMB1,V_SAAS1,2024-11-01,5206.57,SMB,NA,subscription,CRM
